DoLL,BEGINNER,4,21,21,0,0,0,BASIC,5,34,28,3,30,0,DIFFICULT,8,44,42,14,114,3,EXPERT,12,65,85,27,87,27,CHALLENGE,13,76,85,49,80,45
Dragon Blade,BEGINNER,5,34,30,7,0,0,BASIC,9,53,40,9,3,1,DIFFICULT,10,66,60,9,3,5,EXPERT,11,84,69,3,3,21
Fascination ～eternal love mix～,BEGINNER,9,46,49,40,11,0,BASIC,11,58,73,101,10,6,DIFFICULT,13,81,98,98,0,29,EXPERT,16,137,129,20,3,102,CHALLENGE,18,132,135,110,12,95
Fascination MAXX,BEGINNER,6,19,20,0,0,8,BASIC,11,53,41,32,18,64,DIFFICULT,13,78,94,43,7,102,EXPERT,17,149,149,16,4,137,CHALLENGE,18,160,149,18,12,138
Flow,BEGINNER,4,23,17,7,0,0,BASIC,5,33,23,47,63,0,DIFFICULT,9,49,34,80,25,10,EXPERT,12,64,58,100,5,32
Flow (True Style),BEGINNER,4,23,22,7,0,0,BASIC,6,33,30,47,107,0,DIFFICULT,9,49,44,80,43,10,EXPERT,12,64,60,100,5,26,CHALLENGE,13,75,60,65,1,39
Fly away,BEGINNER,3,19,15,0,0,0,BASIC,4,21,20,0,12,0,DIFFICULT,7,39,31,7,44,2,EXPERT,11,64,51,5,8,43
Forever Sunshine,BEGINNER,3,23,21,5,0,0,BASIC,4,23,21,10,36,0,DIFFICULT,7,40,31,9,48,5,EXPERT,8,46,42,40,63,8
Freedom,BEGINNER,3,25,24,1,0,0,BASIC,5,31,24,0,59,0,DIFFICULT,7,44,49,47,17,4,EXPERT,11,66,67,23,22,32
Funk Boogie,BEGINNER,4,21,21,9,0,0,BASIC,5,28,21,10,41,0,DIFFICULT,4,28,21,10,26,0,EXPERT,8,50,42,10,55,11
GORGEOUS 2012,BEGINNER,4,16,22,10,0,0,BASIC,3,16,16,14,0,0,DIFFICULT,8,48,39,27,29,10,EXPERT,10,56,44,49,30,20
HAPPY☆ANGEL,BEGINNER,4,27,22,0,0,0,BASIC,4,28,30,0,11,0,DIFFICULT,8,57,37,65,35,8,EXPERT,12,80,60,69,24,32,CHALLENGE,16,,,,,
Healing-D-Vision,BEGINNER,6,30,28,3,0,0,BASIC,9,54,57,20,25,17,DIFFICULT,12,70,77,106,13,47,EXPERT,14,85,77,112,13,79,CHALLENGE,18,113,103,90,13,102
I Need You,BEGINNER,3,22,18,0,0,0,BASIC,4,23,18,1,23,0,DIFFICULT,6,35,28,9,28,4,EXPERT,8,40,37,12,39,9
iFUTURELIST(DDR VERSION),BEGINNER,3,18,18,5,0,0,BASIC,5,28,25,10,35,0,DIFFICULT,7,47,43,10,64,12,EXPERT,12,61,56,41,18,47,CHALLENGE,13,73,75,69,9,92
INNOCENCE OF SILENCE,BEGINNER,3,15,9,0,0,0,BASIC,5,30,24,0,42,2,DIFFICULT,10,39,49,0,42,40,EXPERT,12,59,53,0,46,102
INSIDE YOUR HEART,BEGINNER,3,15,13,1,0,0,BASIC,4,23,17,0,28,0,DIFFICULT,6,37,26,5,13,7,EXPERT,9,49,35,16,10,28
Jam & Marmalade,BEGINNER,3,26,24,0,0,0,BASIC,4,31,24,10,28,0,DIFFICULT,8,51,48,47,13,10,EXPERT,11,60,48,63,22,32
KEEP ON MOVIN' ～DMX MIX～,BEGINNER,3,19,22,9,0,0,BASIC,5,29,21,12,45,0,DIFFICULT,7,40,33,12,42,6,EXPERT,11,67,49,34,44,43
La Bamba,BEGINNER,3,23,19,10,0,0,BASIC,5,32,25,38,4,0,DIFFICULT,8,51,38,70,4,10,EXPERT,11,68,51,65,4,32
LOGICAL DASH,BEGINNER,3,20,18,10,0,0,BASIC,4,30,23,14,17,0,DIFFICULT,7,45,41,32,25,3,EXPERT,11,61,47,34,32,25
LOVE IS ORANGE,BEGINNER,3,25,15,0,6,0,BASIC,5,33,30,18,10,0,DIFFICULT,7,49,44,14,29,4,EXPERT,9,56,44,14,0,11,CHALLENGE,11,74,60,14,11,27
Make A Difference,BEGINNER,3,16,16,1,17,0,BASIC,5,30,21,20,33,0,DIFFICULT,7,45,37,12,66,7,EXPERT,12,64,54,10,56,57
MARIA(I believe...),BEGINNER,3,23,19,1,20,0,BASIC,5,33,26,7,85,0,DIFFICULT,8,50,46,12,28,11,EXPERT,11,69,65,47,20,29
MAX 300 (Super-Max-Me Mix),BEGINNER,6,39,49,9,28,0,BASIC,10,67,49,40,35,1,DIFFICULT,13,80,99,115,37,12,EXPERT,15,127,99,72,41,37,CHALLENGE,16,136,99,70,41,41
MAXIMIZER,BEGINNER,5,31,31,14,0,0,BASIC,6,43,31,9,41,0,DIFFICULT,9,56,54,16,35,20,EXPERT,12,76,62,27,22,38
MIDNIGHT SPECIAL,BEGINNER,3,26,30,0,31,0,BASIC,7,37,30,60,61,0,DIFFICULT,9,61,60,60,22,21,EXPERT,10,69,60,65,20,24
Mind Parasite,BEGINNER,3,18,18,9,0,0,BASIC,5,30,30,10,60,0,DIFFICULT,9,48,48,25,56,13,EXPERT,13,79,72,9,41,93
Monkey Punk,BEGINNER,4,29,29,0,22,0,BASIC,5,43,29,25,45,0,DIFFICULT,8,51,44,80,34,4,EXPERT,10,62,52,16,58,20
MOON,BEGINNER,3,20,19,1,0,0,BASIC,3,20,19,1,35,0,DIFFICULT,7,50,38,16,14,7,EXPERT,10,67,45,23,19,24
murmur twins,BEGINNER,3,17,14,5,0,1,BASIC,4,18,21,5,22,2,DIFFICULT,8,50,43,7,13,15,EXPERT,11,68,57,10,9,29
My Only Shining Star,BEGINNER,3,15,12,7,0,0,BASIC,4,17,25,9,0,0,DIFFICULT,7,31,45,10,13,3,EXPERT,9,54,57,9,0,19
No.13,BEGINNER,4,23,21,5,0,0,BASIC,5,40,28,10,37,0,DIFFICULT,9,65,50,47,12,20,EXPERT,13,93,64,14,26,48
PARANOiA-Respect-,BEGINNER,5,18,24,5,0,0,BASIC,11,69,48,18,15,0,DIFFICULT,12,83,97,38,25,15,EXPERT,16,123,97,25,38,60
PASSION OF LOVE,BEGINNER,4,20,18,0,0,0,BASIC,5,31,25,5,33,0,DIFFICULT,7,46,37,1,38,9,EXPERT,10,60,50,3,39,24
Polovtsian Dances And Chorus,BEGINNER,3,20,18,0,14,0,BASIC,4,29,24,1,21,0,DIFFICULT,9,45,36,7,74,7,EXPERT,11,65,48,12,9,33
PUT YOUR FAITH IN ME ～SATURDAY NIGHT MIX～,BEGINNER,3,17,14,0,0,0,BASIC,5,28,19,1,22,0,DIFFICULT,8,46,34,9,44,10,EXPERT,9,55,34,14,42,18
Quickening,BEGINNER,3,22,24,7,0,0,BASIC,6,32,24,10,82,0,DIFFICULT,7,44,37,52,62,2,EXPERT,11,67,93,7,40,36
Quick Master,BEGINNER,4,19,18,9,0,0,BASIC,5,31,24,10,56,0,DIFFICULT,8,50,36,30,47,13,EXPERT,11,62,48,25,48,34
rainbow flyer,BEGINNER,3,17,18,1,0,0,BASIC,4,24,24,16,30,0,DIFFICULT,6,35,30,54,26,0,EXPERT,11,57,55,32,67,22
rainbow rainbow,BEGINNER,4,18,14,0,0,0,BASIC,4,20,29,0,0,0,DIFFICULT,7,38,58,7,29,1,EXPERT,10,69,58,0,32,20
RED ZONE,BEGINNER,4,28,20,12,0,0,BASIC,6,42,27,23,40,0,DIFFICULT,8,55,41,36,40,11,EXPERT,12,80,68,10,22,51
Saturday Night Love,BEGINNER,3,17,15,1,0,0,BASIC,4,23,21,5,39,0,DIFFICULT,6,39,31,9,64,4,EXPERT,8,46,37,10,71,11
Scorching Moon,BEGINNER,3,19,20,7,0,0,BASIC,4,34,20,1,11,0,DIFFICULT,7,42,31,49,23,3,EXPERT,11,50,51,74,29,30
SEDUCTION,BEGINNER,4,20,20,5,0,0,BASIC,6,31,27,14,71,0,DIFFICULT,9,49,55,29,27,11,EXPERT,12,79,76,38,30,50
SEDUCTION(Vocal Remix),BEGINNER,3,27,23,1,0,0,BASIC,6,46,31,3,8,0,DIFFICULT,9,63,47,7,21,13,EXPERT,12,79,63,52,2,35
Ska Ska No.3,BEGINNER,3,19,17,0,0,0,BASIC,3,23,23,3,0,0,DIFFICULT,7,48,34,5,0,11,EXPERT,12,57,46,43,3,31
Star Gate Heaven,BEGINNER,3,21,18,1,0,0,BASIC,3,25,18,1,3,0,DIFFICULT,7,48,30,16,3,7,EXPERT,10,62,42,0,14,32
STARS☆☆☆(2nd NAOKI's style),BEGINNER,3,20,17,9,0,0,BASIC,6,36,34,12,56,1,DIFFICULT,8,43,40,38,55,5,EXPERT,9,57,40,54,55,15
THE SHINING POLARIS,BEGINNER,4,20,18,9,0,0,BASIC,4,21,18,14,0,0,DIFFICULT,6,34,30,20,79,1,EXPERT,9,47,42,18,107,8
TIERRA BUENA,BEGINNER,3,15,14,9,0,0,BASIC,4,29,19,9,8,0,DIFFICULT,8,45,33,14,8,14,EXPERT,10,58,47,20,8,32
TOMORROW,BEGINNER,3,19,17,12,3,0,BASIC,4,26,23,1,52,0,DIFFICULT,8,45,40,1,17,10,EXPERT,10,62,58,45,31,42
Tomorrow Perfume,BEGINNER,3,21,18,0,0,0,BASIC,4,29,23,0,25,0,DIFFICULT,8,46,36,23,40,5,EXPERT,10,60,54,5,54,26
TRUE♥LOVE,BEGINNER,4,27,23,0,0,0,BASIC,4,34,31,0,11,0,DIFFICULT,8,55,31,72,19,0,EXPERT,10,74,62,43,1,25
Try 2 Luv. U,BEGINNER,3,18,14,5,0,0,BASIC,4,19,19,5,38,0,DIFFICULT,6,34,28,20,72,4,EXPERT,8,40,38,18,76,11
un deux trois,BEGINNER,3,22,21,3,0,0,BASIC,4,26,21,1,53,0,DIFFICULT,8,40,37,23,68,5,EXPERT,10,58,43,21,36,21
Under the Sky,BEGINNER,2,14,14,0,0,0,BASIC,2,14,14,0,10,0,DIFFICULT,5,25,28,0,29,0,EXPERT,11,43,56,0,104,11
Xepher,BEGINNER,4,22,21,9,0,0,BASIC,7,44,28,34,40,1,DIFFICULT,10,68,49,52,25,18,EXPERT,13,89,63,36,25,53,CHALLENGE,15,113,85,36,25,101
You gotta move it (feat. Julie Rugaard),BEGINNER,4,16,16,1,3,0,BASIC,5,26,22,3,42,0,DIFFICULT,8,37,33,7,59,7,EXPERT,10,50,50,12,45,28
A thing called LOVE,BEGINNER,3,16,20,5,0,0,BASIC,4,32,26,3,12,0,DIFFICULT,7,45,40,5,18,4,EXPERT,10,59,60,41,39,16
AM-3P ("CHAOS" Special),CHALLENGE,14,81,86,47,24,101
Arrabbiata,BEGINNER,5,34,28,0,0,0,BASIC,11,62,37,21,0,0,DIFFICULT,13,76,56,106,2,10,EXPERT,15,92,74,96,2,26
B4U ("VOLTAGE" Special),CHALLENGE,14,79,101,85,0,77
Blind Justice ～Torn souls, Hurt Faiths ～,BEGINNER,3,18,13,1,0,0,BASIC,5,33,27,5,21,0,DIFFICULT,8,47,40,32,27,6,EXPERT,12,70,81,47,61,30
Bloody Tears(IIDX EDITION),BEGINNER,4,23,27,0,0,0,BASIC,5,32,27,16,0,0,DIFFICULT,6,43,34,7,9,8,EXPERT,11,61,55,45,0,28
BRILLIANT 2U ("STREAM" Special),CHALLENGE,13,90,62,20,11,91
CaptivAte～誓い～,BEGINNER,4,19,20,3,0,0,BASIC,5,30,26,12,27,0,DIFFICULT,8,50,40,27,23,5,EXPERT,13,83,66,32,36,70
D2R ("FREEZE" Special),CHALLENGE,12,37,60,12,200,14
DEAD END ("GROOVE RADAR" Special),CHALLENGE,18,95,103,100,100,116
dream of love,BEGINNER,3,11,9,9,0,0,BASIC,3,15,14,1,0,0,DIFFICULT,6,34,28,7,28,4,EXPERT,8,37,33,5,66,13
DYNAMITE RAVE ("AIR" Special),CHALLENGE,8,47,37,159,0,1
Electrified,BEGINNER,3,22,17,0,0,0,BASIC,4,31,23,0,13,0,DIFFICULT,6,44,28,16,9,3,EXPERT,10,58,40,32,19,24
Every Day, Every Night(NM STYLE),BEGINNER,3,15,15,1,5,0,BASIC,4,20,15,3,0,0,DIFFICULT,6,28,22,14,22,5,EXPERT,9,46,37,10,12,33
Feelings Won't Fade(Extend Trance Mix),BEGINNER,4,20,18,5,18,0,BASIC,5,39,23,3,45,0,DIFFICULT,8,50,41,30,52,11,EXPERT,12,73,60,38,36,39
FIRE,BEGINNER,4,19,23,0,0,0,BASIC,5,36,30,7,39,0,DIFFICULT,8,57,61,14,24,11,EXPERT,11,77,92,21,19,33
Flow (Jammin' Ragga Mix),BEGINNER,4,17,16,0,0,0,BASIC,5,25,21,9,55,0,DIFFICULT,8,46,48,20,27,18,EXPERT,13,64,75,69,42,50
Fly away -mix del matador-,BEGINNER,3,23,21,0,8,0,BASIC,5,34,21,5,11,0,DIFFICULT,9,50,37,3,15,11,EXPERT,13,79,64,58,20,62
Freeway Shuffle,BEGINNER,3,17,18,3,13,0,BASIC,4,34,24,7,27,0,DIFFICULT,8,45,42,14,17,5,EXPERT,10,56,48,41,58,16,CHALLENGE,12,71,60,9,9,45
GIRIGILI門前雀羅,BEGINNER,4,17,18,1,0,0,BASIC,5,35,24,9,4,0,DIFFICULT,7,53,42,12,9,13,EXPERT,12,73,55,23,4,42
L'amour et la liberté(Darwin & DJ Silver remix),BEGINNER,3,13,11,1,12,0,BASIC,4,21,22,3,38,0,DIFFICULT,7,33,33,21,37,4,EXPERT,11,57,56,25,3,39
MARS WAR 3,BEGINNER,3,17,16,9,0,0,BASIC,4,25,25,10,0,0,DIFFICULT,8,46,41,36,65,1,EXPERT,11,74,58,29,37,19
MOONSTER,BEGINNER,4,18,11,0,21,0,BASIC,5,31,23,0,17,0,DIFFICULT,7,48,40,20,34,8,EXPERT,12,62,69,7,64,41
Music In The Rhythm,BEGINNER,4,25,18,0,0,0,BASIC,7,44,25,27,38,0,DIFFICULT,8,56,37,36,17,15,EXPERT,11,72,50,29,22,43
NGO,BEGINNER,6,27,29,25,0,0,BASIC,10,42,39,69,11,2,DIFFICULT,12,54,58,45,17,11,EXPERT,15,78,78,40,17,34,CHALLENGE,18,88,78,118,17,45
PARANOiA ～HADES～,BEGINNER,7,39,41,1,0,0,BASIC,11,67,41,72,6,0,DIFFICULT,15,89,93,113,6,29,EXPERT,16,104,112,90,6,56,CHALLENGE,18,155,158,74,6,105
Pluto,BEGINNER,6,18,19,5,0,11,BASIC,9,37,49,5,2,56,DIFFICULT,12,55,64,18,31,104,EXPERT,14,70,84,45,19,116,CHALLENGE,16,98,124,32,25,145
Pluto Relinquish,BEGINNER,5,9,25,0,0,0,BASIC,12,71,76,29,59,6,DIFFICULT,14,83,145,54,31,93,EXPERT,17,127,158,76,29,113,CHALLENGE,18,131,158,76,35,115
Poseidon,BEGINNER,3,17,22,0,0,0,BASIC,5,25,30,30,23,0,DIFFICULT,9,45,45,43,8,19,EXPERT,11,60,99,25,21,47
Raspberry♡Heart(English version),BEGINNER,3,25,20,0,0,0,BASIC,5,36,26,16,3,0,DIFFICULT,6,46,26,43,5,0,EXPERT,9,56,40,61,15,7,CHALLENGE,11,61,53,50,1,19
Saturn,BEGINNER,3,15,18,0,0,0,BASIC,7,33,36,34,28,3,DIFFICULT,9,49,48,27,25,16,EXPERT,13,62,60,23,38,43
Shades of Grey,BEGINNER,3,12,21,12,0,0,BASIC,5,28,28,20,14,0,DIFFICULT,8,48,56,36,16,3,EXPERT,11,55,56,40,16,6
Silver Platform - I wanna get your heart -,BEGINNER,4,16,23,1,7,0,BASIC,5,34,23,20,70,0,DIFFICULT,7,46,40,32,55,5,EXPERT,11,69,58,16,32,39
SOUL CRASH,BEGINNER,3,19,17,5,0,0,BASIC,6,41,29,38,20,0,DIFFICULT,9,59,41,14,11,18,EXPERT,13,79,53,45,15,61
Star Gate Heaven (FUTURE LOVE Mix),BEGINNER,4,17,18,7,11,0,BASIC,5,36,24,18,27,0,DIFFICULT,9,52,49,34,39,9,EXPERT,12,75,67,52,18,60
STARS☆☆☆ (Re-tuned by HΛL) - DDR EDITION -,BEGINNER,3,21,18,9,0,0,BASIC,5,32,24,34,7,0,DIFFICULT,10,55,42,23,12,16,EXPERT,9,59,48,16,0,23
stealth,BEGINNER,3,17,13,1,0,0,BASIC,5,36,26,9,12,0,DIFFICULT,8,47,33,16,31,10,EXPERT,11,62,60,38,73,20
SUNKiSS♥DROP,BEGINNER,3,26,23,1,0,0,BASIC,5,37,30,7,6,0,DIFFICULT,8,45,38,43,10,5,EXPERT,12,82,61,25,12,30,CHALLENGE,12,67,61,90,14,20
switch,BEGINNER,3,21,18,0,0,0,BASIC,4,36,25,20,28,0,DIFFICULT,7,47,37,30,28,6,EXPERT,10,58,50,34,50,21
Trim,BEGINNER,5,20,24,0,0,1,BASIC,6,35,32,18,31,3,DIFFICULT,10,59,65,43,26,25,EXPERT,16,88,90,72,65,58
TRIP MACHINE PhoeniX,BEGINNER,3,16,19,9,0,0,BASIC,8,34,26,89,4,6,DIFFICULT,11,60,52,83,4,36,EXPERT,15,86,79,78,4,100,CHALLENGE,15,103,79,25,4,104
Trust -DanceDanceRevolution mix-,BEGINNER,3,14,13,1,0,0,BASIC,5,29,27,14,12,0,DIFFICULT,8,43,47,21,34,5,EXPERT,10,56,54,52,48,16
Unreal,BEGINNER,4,20,21,3,0,0,BASIC,8,44,42,108,0,9,DIFFICULT,12,64,56,132,0,31,EXPERT,15,83,77,106,0,51
Uranus,BEGINNER,3,23,24,7,0,0,BASIC,6,39,24,29,0,3,DIFFICULT,9,54,48,10,13,19,EXPERT,11,66,48,29,15,35,CHALLENGE,13,77,55,36,0,64
Vem brincar,BEGINNER,2,15,16,1,11,0,BASIC,5,29,22,20,45,0,DIFFICULT,7,42,33,34,40,6,EXPERT,11,50,56,40,88,18
Venus,BEGINNER,3,11,7,7,0,0,BASIC,4,23,24,7,48,0,DIFFICULT,6,48,32,20,34,0,EXPERT,11,67,64,16,52,17,CHALLENGE,13,82,64,32,47,30
volcano,BEGINNER,4,15,20,7,6,0,BASIC,5,29,20,7,16,0,DIFFICULT,8,47,40,18,40,1,EXPERT,13,83,69,43,44,23
Votum stellarum -forest #25 DDR RMX-,BEGINNER,1,10,11,7,0,0,BASIC,4,24,23,9,15,0,DIFFICULT,9,51,52,14,0,16,EXPERT,12,69,58,18,0,44
Why not,BEGINNER,4,28,21,1,0,0,BASIC,6,50,29,3,24,0,DIFFICULT,9,56,43,49,24,5,EXPERT,11,69,65,36,33,20
革命(X-Special),CHALLENGE,14,70,61,36,34,69
零 - ZERO -,BEGINNER,3,17,14,0,0,0,BASIC,5,34,28,3,26,0,DIFFICULT,8,52,49,10,43,7,EXPERT,11,72,71,41,41,26
ポリリズム,BEGINNER,1,13,15,1,0,0,BASIC,4,20,21,10,29,0,DIFFICULT,8,42,37,10,66,8,EXPERT,10,58,42,45,23,21
凛として咲く花の如く,BEGINNER,3,22,20,1,0,0,BASIC,6,33,27,7,38,0,DIFFICULT,8,43,33,32,57,2,EXPERT,10,60,54,50,45,15
A Geisha's Dream,BEGINNER,2,16,17,3,0,0,BASIC,6,35,29,29,31,1,DIFFICULT,9,46,34,36,57,9,EXPERT,11,62,52,30,59,30
AFRONOVA(X-Special),CHALLENGE,13,94,66,76,37,37
Beautiful Inside (Cube::Hard Mix),BEGINNER,3,13,13,1,0,0,BASIC,5,20,18,1,31,0,DIFFICULT,7,37,31,25,45,6,EXPERT,10,48,36,45,62,16
Blue Rain,BEGINNER,2,15,11,0,0,0,BASIC,5,31,23,5,39,0,DIFFICULT,6,38,36,16,63,4,EXPERT,11,59,60,12,52,28
CANDY☆(X-Special),CHALLENGE,12,75,63,78,50,22
Chance and Dice,BEGINNER,3,19,18,1,0,0,BASIC,5,33,25,18,19,0,DIFFICULT,7,40,31,38,70,3,EXPERT,9,56,50,50,48,18
Dance Celebration,BEGINNER,2,15,10,0,0,0,BASIC,5,29,21,14,29,0,DIFFICULT,8,46,43,38,51,11,EXPERT,11,69,70,36,22,51,CHALLENGE,12,70,70,52,18,51
Dance Celebration (System 7 Remix),BEGINNER,3,18,16,1,8,0,BASIC,6,31,21,36,57,0,DIFFICULT,9,47,38,21,100,16,EXPERT,13,67,55,32,95,57
Dance Dance Revolution(X-Special),CHALLENGE,13,74,62,47,60,55
Dance Floor,BEGINNER,2,14,15,1,0,0,BASIC,5,26,20,14,7,0,DIFFICULT,6,38,34,9,50,6,EXPERT,9,47,40,21,71,17
dazzle,BEGINNER,2,11,12,0,0,0,BASIC,4,21,16,9,38,0,DIFFICULT,8,36,28,14,51,9,EXPERT,10,49,40,16,84,33
Dream Machine,BEGINNER,3,18,17,1,0,0,BASIC,6,40,23,32,37,0,DIFFICULT,8,53,40,25,30,13,EXPERT,11,68,46,18,26,55
Flight of the Phoenix,BEGINNER,2,14,18,0,0,0,BASIC,5,27,24,20,3,0,DIFFICULT,7,36,36,29,40,4,EXPERT,9,43,42,27,103,10,CHALLENGE,7,40,36,65,60,2
Flourish,BEGINNER,3,17,18,0,0,0,BASIC,5,32,25,5,6,0,DIFFICULT,8,47,44,36,28,6,EXPERT,10,58,56,60,30,22
Healing Vision(X-Special),CHALLENGE,14,89,104,38,47,86
Horatio,BEGINNER,3,17,13,7,3,0,BASIC,4,30,27,12,9,0,DIFFICULT,9,57,55,40,51,14,EXPERT,15,135,105,32,20,106,CHALLENGE,15,122,105,74,20,103
Inspiration,BEGINNER,3,17,24,1,0,0,BASIC,5,28,24,9,14,0,DIFFICULT,7,38,30,32,21,2,EXPERT,8,52,42,50,26,10
INTO YOUR HEART (Ruffage remix),BEGINNER,3,15,22,1,0,0,BASIC,4,21,22,1,7,0,DIFFICULT,8,47,39,30,33,12,EXPERT,11,66,61,30,26,37
Lift You Up,BEGINNER,3,15,15,0,0,0,BASIC,4,25,20,5,5,0,DIFFICULT,6,36,30,18,14,3,EXPERT,10,48,46,10,5,20
LOVING YOU (Epidemik remix),BEGINNER,3,15,20,0,0,0,BASIC,6,25,27,1,12,0,DIFFICULT,8,47,47,16,12,10,EXPERT,11,61,55,21,47,22
Malacca,BEGINNER,3,17,17,7,0,0,BASIC,4,27,23,9,7,0,DIFFICULT,7,36,34,27,7,2,EXPERT,10,46,34,10,8,15,CHALLENGE,13,77,64,7,23,100
MAX 300(X-Special),CHALLENGE,17,130,97,25,31,49
MAXX UNLIMITED(X-Special),CHALLENGE,18,154,126,69,74,93
on the bounce,BEGINNER,3,20,25,1,0,0,BASIC,7,40,37,7,32,5,DIFFICULT,11,64,56,61,32,39,EXPERT,14,87,68,72,26,100,CHALLENGE,16,100,81,74,35,104
On The Break,BEGINNER,3,18,19,1,0,0,BASIC,8,43,32,34,71,2,DIFFICULT,10,60,45,49,51,22,EXPERT,13,75,65,54,38,68
PARANOiA ETERNAL(X-Special),CHALLENGE,13,97,66,43,30,40
PARANOIA EVOLUTION(X-Special),CHALLENGE,14,86,66,45,8,36
PARANOiA MAX～DIRTY MIX～(X-Special),CHALLENGE,13,94,63,21,4,36
PARANOiA Rebirth(X-Special),CHALLENGE,14,99,63,25,25,45
PARANOiA(X-Special),CHALLENGE,13,78,60,65,18,26
Party Lights,BEGINNER,2,16,16,0,0,0,BASIC,4,25,21,0,62,0,DIFFICULT,6,37,27,14,49,10,EXPERT,11,54,54,63,89,36
Playa (Original Mix),BEGINNER,3,17,15,0,0,0,BASIC,4,28,20,3,10,0,DIFFICULT,7,44,36,20,21,6,EXPERT,11,66,46,30,20,61
puzzle,BEGINNER,3,18,16,0,0,0,BASIC,4,28,22,0,40,0,DIFFICULT,6,39,33,7,54,3,EXPERT,8,47,39,7,35,10
S・A・G・A,BEGINNER,4,28,33,0,0,0,BASIC,7,44,33,29,25,0,DIFFICULT,10,59,58,36,32,10,EXPERT,13,67,67,105,46,16
SABER WING,BEGINNER,5,30,33,0,0,0,BASIC,8,48,67,16,51,6,DIFFICULT,10,64,83,43,68,24,EXPERT,13,83,100,49,49,63,CHALLENGE,13,84,100,98,37,63
SABER WING (Akira Ishihara Headshot mix),BEGINNER,6,37,30,7,18,0,BASIC,10,64,61,25,25,4,DIFFICULT,12,77,72,27,15,25,EXPERT,15,95,101,30,30,100,CHALLENGE,17,114,106,36,32,104
Slip Out,BEGINNER,1,12,11,0,0,0,BASIC,3,17,11,5,8,0,DIFFICULT,7,31,27,32,29,10,EXPERT,9,42,35,45,58,31
Slip Out (bounce in beat mix),BEGINNER,2,12,8,0,0,0,BASIC,4,25,17,7,5,0,DIFFICULT,6,31,31,18,99,5,EXPERT,10,50,44,36,95,29
SP-TRIP MACHINE～JUNGLE MIX～(X-Special),CHALLENGE,11,63,53,61,43,29
SUPER SAMURAI,BEGINNER,4,23,20,0,0,4,BASIC,8,50,41,12,18,19,DIFFICULT,12,79,69,52,2,62,EXPERT,15,99,105,74,39,104
Taj He Spitz,BEGINNER,2,15,13,0,0,0,BASIC,4,25,17,3,22,0,DIFFICULT,7,39,35,18,0,8,EXPERT,10,55,40,36,3,30
Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch),BEGINNER,3,17,15,1,0,0,BASIC,5,32,20,18,27,0,DIFFICULT,8,45,40,36,24,8,EXPERT,12,68,50,52,13,57
Take A Chance,BEGINNER,2,13,10,0,5,0,BASIC,3,18,14,3,15,0,DIFFICULT,6,30,21,16,8,7,EXPERT,9,38,29,25,25,20
The flower in your smile,BEGINNER,3,15,15,0,0,0,BASIC,6,40,31,0,24,1,DIFFICULT,7,50,46,21,50,5,EXPERT,10,61,46,45,50,14
The legend of MAX(X-Special),CHALLENGE,17,126,128,36,36,61
Ticket to Bombay,BEGINNER,3,18,11,0,0,0,BASIC,5,33,24,0,18,0,DIFFICULT,7,44,36,18,30,12,EXPERT,10,59,48,47,30,27
Till the lonely's gone,BEGINNER,3,18,16,3,0,0,BASIC,4,23,21,7,22,0,DIFFICULT,8,44,37,14,30,15,EXPERT,9,50,59,25,32,30
TimeHollow,BEGINNER,2,10,11,0,0,0,BASIC,4,18,15,0,31,0,DIFFICULT,7,25,27,1,49,4,EXPERT,10,35,31,14,56,13
Tracers (4Beat Remix),BEGINNER,3,17,17,0,0,0,BASIC,5,34,23,3,42,0,DIFFICULT,7,44,34,9,42,11,EXPERT,10,58,46,20,46,25
Trickster,BEGINNER,2,14,20,0,0,0,BASIC,5,25,27,0,30,0,DIFFICULT,7,44,34,5,28,6,EXPERT,9,57,55,14,14,18
Trigger,BEGINNER,5,20,21,0,0,0,BASIC,9,48,43,9,8,1,DIFFICULT,12,72,97,67,16,58,EXPERT,16,93,131,94,39,103,CHALLENGE,18,119,141,89,67,110
TRIP MACHINE CLIMAX(X-Special),CHALLENGE,14,87,67,105,35,45
TRIP MACHINE(X-Special),CHALLENGE,11,63,53,63,53,27
Übertreffen,BEGINNER,3,23,21,0,0,0,BASIC,6,40,28,9,37,0,DIFFICULT,8,58,50,23,22,10,EXPERT,13,83,72,40,29,35
Waiting 4 u,BEGINNER,4,23,21,9,0,0,BASIC,6,40,29,16,19,0,DIFFICULT,8,56,43,20,47,15,EXPERT,11,68,65,47,37,27,CHALLENGE,11,68,65,81,36,27
will,BEGINNER,1,10,11,7,0,0,BASIC,4,17,24,9,40,0,DIFFICULT,7,31,36,14,75,1,EXPERT,11,56,54,34,46,25
30 Lives (Up-Up-Down-Dance Mix),BEGINNER,2,12,11,3,0,0,BASIC,4,20,23,10,18,0,DIFFICULT,7,39,41,9,30,6,EXPERT,8,46,41,60,3,13
不沈艦CANDY,BEGINNER,2,18,14,7,0,0,BASIC,6,37,28,16,25,0,DIFFICULT,9,54,42,16,57,10,EXPERT,14,94,85,50,26,69
冥,BEGINNER,3,20,29,5,2,0,BASIC,7,39,44,16,16,2,DIFFICULT,11,68,59,21,11,27,EXPERT,16,95,109,47,20,100,CHALLENGE,18,124,109,72,10,106
